Entry_ID,Point_Role,Point_Mappable,Feature_ID,Map_Name,Latitude,Longitude,Label,Description,River_or_watercourse,Hydro_site_or_reference,Capacity_or_potential,Current_status,Dam_or_site_lat,Dam_or_site_lon,Dam_point_used,Dam_point_confidence,Mouth_or_coast_lat,Mouth_or_coast_lon,Mouth_or_coast_point_used,Mouth_point_type,Mouth_confidence,Mapping_note,Source_URLs_or_notes
NOT-U,Mouth_or_coast,Yes,NOT-U-MOUTH,Notakwanon River mouth/coast,56.023746,-61.511167,Notakwanon River — mouth/coast,River mouth/coast/outlet point. Notakwanon River mouth/coast point. Type: River mouth / coast. Note: Upper site coordinate is a broad upstream proxy; requires toponymy/GIS verification.,Notakwanon River,Upper site,94 MW preliminary,Unexploited / preliminary,56.08,-61.85,Approximate upstream Notakwanon River proxy,Approximate/manual,56.023746,-61.511167,Notakwanon River mouth/coast point,River mouth / coast,Approximate/official feature point,Upper site coordinate is a broad upstream proxy; requires toponymy/GIS verification.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
UGJ-L,Dam_or_site,Yes,UGJ-L-SITE,Lower site,55.176,-60.62,Ugjoktok River / Adlatok River — Lower site — site,"Potential/actual hydro site point. Approximate lower Ugjoktok/Adlatok River obstruction reach near coast. Status: Unexploited / preliminary. Capacity/potential: 94 MW preliminary. Note: Lower site needs digitizing from original project maps; mouth DMS was published as 55°09'N, 60°35'W.",Ugjoktok River / Adlatok River,Lower site,94 MW preliminary,Unexploited / preliminary,55.176,-60.62,Approximate lower Ugjoktok/Adlatok River obstruction reach near coast,Approximate/manual,55.15,-60.583333,Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,"Lower site needs digitizing from original project maps; mouth DMS was published as 55°09'N, 60°35'W.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
UGJ-L,Mouth_or_coast,Yes,UGJ-L-MOUTH,Ugjoktok River / Adlatok River mouth/coast,55.15,-60.583333,Ugjoktok River / Adlatok River — mouth/coast,"River mouth/coast/outlet point. Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador. Type: River mouth / coast. Note: Lower site needs digitizing from original project maps; mouth DMS was published as 55°09'N, 60°35'W.",Ugjoktok River / Adlatok River,Lower site,94 MW preliminary,Unexploited / preliminary,55.176,-60.62,Approximate lower Ugjoktok/Adlatok River obstruction reach near coast,Approximate/manual,55.15,-60.583333,Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,"Lower site needs digitizing from original project maps; mouth DMS was published as 55°09'N, 60°35'W.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
UGJ-U,Dam_or_site,Yes,UGJ-U-SITE,Upper site,55.233889,-61.301667,Ugjoktok River / Adlatok River — Upper site — site,"Potential/actual hydro site point. Ugjoktok River below Harp Lake, WSC 03NF001. Status: Unexploited / preliminary. Capacity/potential: 43 MW preliminary. Note: Upper site proxy uses public WSC station below Harp Lake.",Ugjoktok River / Adlatok River,Upper site,43 MW preliminary,Unexploited / preliminary,55.233889,-61.301667,"Ugjoktok River below Harp Lake, WSC 03NF001",Gauge/site proxy,55.15,-60.583333,Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,Upper site proxy uses public WSC station below Harp Lake.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
UGJ-U,Mouth_or_coast,Yes,UGJ-U-MOUTH,Ugjoktok River / Adlatok River mouth/coast,55.15,-60.583333,Ugjoktok River / Adlatok River — mouth/coast,River mouth/coast/outlet point. Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador. Type: River mouth / coast. Note: Upper site proxy uses public WSC station below Harp Lake.,Ugjoktok River / Adlatok River,Upper site,43 MW preliminary,Unexploited / preliminary,55.233889,-61.301667,"Ugjoktok River below Harp Lake, WSC 03NF001",Gauge/site proxy,55.15,-60.583333,Ugjoktok/Adlatok River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,Upper site proxy uses public WSC station below Harp Lake.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
KIN-01,Dam_or_site,Yes,KIN-01-SITE,Preliminary site,56.815278,-62.554722,Kingurutik River — Preliminary site — site,Potential/actual hydro site point. Kingurutik River official feature point used as proxy. Status: Unexploited / preliminary. Capacity/potential: 31 MW preliminary. Note: No exact public dam-site coordinate found.,Kingurutik River,Preliminary site,31 MW preliminary,Unexploited / preliminary,56.815278,-62.554722,Kingurutik River official feature point used as proxy,River-point proxy,56.815278,-62.554722,Kingurutik River mouth/coast point used as proxy,River mouth / coast,Approximate/official feature point,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
KIN-01,Mouth_or_coast,Yes,KIN-01-MOUTH,Kingurutik River mouth/coast,56.815278,-62.554722,Kingurutik River — mouth/coast,River mouth/coast/outlet point. Kingurutik River mouth/coast point used as proxy. Type: River mouth / coast. Note: No exact public dam-site coordinate found.,Kingurutik River,Preliminary site,31 MW preliminary,Unexploited / preliminary,56.815278,-62.554722,Kingurutik River official feature point used as proxy,River-point proxy,56.815278,-62.554722,Kingurutik River mouth/coast point used as proxy,River mouth / coast,Approximate/official feature point,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
HAR-01,Dam_or_site,Yes,HAR-01-SITE,Harp Lake,55.233889,-61.301667,Harp Lake / Ugjoktok system — Harp Lake — site,"Potential/actual hydro site point. Ugjoktok River below Harp Lake, WSC 03NF001. Status: Unexploited / preliminary. Capacity/potential: 51 MW preliminary. Note: Harp Lake is a waterbody/site, not a river; downstream coast point follows the Ugjoktok/Adlatok system.",Harp Lake / Ugjoktok system,Harp Lake,51 MW preliminary,Unexploited / preliminary,55.233889,-61.301667,"Ugjoktok River below Harp Lake, WSC 03NF001",Gauge/site proxy,55.15,-60.583333,Downstream Ugjoktok/Adlatok coast mouth,Downstream river mouth / coast,Published mouth DMS,"Harp Lake is a waterbody/site, not a river; downstream coast point follows the Ugjoktok/Adlatok system.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
HAR-01,Mouth_or_coast,Yes,HAR-01-MOUTH,Harp Lake / Ugjoktok system mouth/coast,55.15,-60.583333,Harp Lake / Ugjoktok system — mouth/coast,"River mouth/coast/outlet point. Downstream Ugjoktok/Adlatok coast mouth. Type: Downstream river mouth / coast. Note: Harp Lake is a waterbody/site, not a river; downstream coast point follows the Ugjoktok/Adlatok system.",Harp Lake / Ugjoktok system,Harp Lake,51 MW preliminary,Unexploited / preliminary,55.233889,-61.301667,"Ugjoktok River below Harp Lake, WSC 03NF001",Gauge/site proxy,55.15,-60.583333,Downstream Ugjoktok/Adlatok coast mouth,Downstream river mouth / coast,Published mouth DMS,"Harp Lake is a waterbody/site, not a river; downstream coast point follows the Ugjoktok/Adlatok system.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
GIL-01,Dam_or_site,Yes,GIL-01-SITE,Coastal Labrador Site 5B,52.7159,-56.3174,Gilbert River — Coastal Labrador Site 5B — site,Potential/actual hydro site point. Gilbert River Site 5B / gauge near proposed dam site proxy. Status: Small-hydro candidate. Capacity/potential: 2.3 MW modelled small-hydro. Note: Hatch/NL Hydro says the Gilbert gauge was installed near the proposed dam site; coordinate used is a public local station/route proxy requiring field verification.,Gilbert River,Coastal Labrador Site 5B,2.3 MW modelled small-hydro,Small-hydro candidate,52.7159,-56.3174,Gilbert River Site 5B / gauge near proposed dam site proxy,Gauge/site proxy,52.633333,-56.116667,Gilbert River mouth/coast point,River mouth / coast,Approximate public feature point,Hatch/NL Hydro says the Gilbert gauge was installed near the proposed dam site; coordinate used is a public local station/route proxy requiring field verification.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
GIL-01,Mouth_or_coast,Yes,GIL-01-MOUTH,Gilbert River mouth/coast,52.633333,-56.116667,Gilbert River — mouth/coast,River mouth/coast/outlet point. Gilbert River mouth/coast point. Type: River mouth / coast. Note: Hatch/NL Hydro says the Gilbert gauge was installed near the proposed dam site; coordinate used is a public local station/route proxy requiring field verification.,Gilbert River,Coastal Labrador Site 5B,2.3 MW modelled small-hydro,Small-hydro candidate,52.7159,-56.3174,Gilbert River Site 5B / gauge near proposed dam site proxy,Gauge/site proxy,52.633333,-56.116667,Gilbert River mouth/coast point,River mouth / coast,Approximate public feature point,Hatch/NL Hydro says the Gilbert gauge was installed near the proposed dam site; coordinate used is a public local station/route proxy requiring field verification.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
STM-01,Dam_or_site,Yes,STM-01-SITE,Mary’s Harbour small hydro,52.3167,-55.8667,St. Mary’s River — Mary’s Harbour small hydro — site,Potential/actual hydro site point. Mary’s Harbour / St. Mary’s River mini-hydro area approximate. Status: Small hydro; current status needs confirmation. Capacity/potential: ~0.15–0.24 MW depending source/phase. Note: Mary’s Harbour is a place/site; the associated watercourse should be St. Mary’s River.,St. Mary’s River,Mary’s Harbour small hydro,~0.15–0.24 MW depending source/phase,Small hydro; current status needs confirmation,52.3167,-55.8667,Mary’s Harbour / St. Mary’s River mini-hydro area approximate,Approximate/manual,52.3,-55.833333,St. Mary’s River mouth near Mary’s Harbour,River mouth / coast,Published/approximate DMS-style point,Mary’s Harbour is a place/site; the associated watercourse should be St. Mary’s River.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
STM-01,Mouth_or_coast,Yes,STM-01-MOUTH,St. Mary’s River mouth/coast,52.3,-55.833333,St. Mary’s River — mouth/coast,River mouth/coast/outlet point. St. Mary’s River mouth near Mary’s Harbour. Type: River mouth / coast. Note: Mary’s Harbour is a place/site; the associated watercourse should be St. Mary’s River.,St. Mary’s River,Mary’s Harbour small hydro,~0.15–0.24 MW depending source/phase,Small hydro; current status needs confirmation,52.3167,-55.8667,Mary’s Harbour / St. Mary’s River mini-hydro area approximate,Approximate/manual,52.3,-55.833333,St. Mary’s River mouth near Mary’s Harbour,River mouth / coast,Published/approximate DMS-style point,Mary’s Harbour is a place/site; the associated watercourse should be St. Mary’s River.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
STP-01,Dam_or_site,Yes,STP-01-SITE,Interprovincial identified potential,51.469444,-57.701389,St. Paul River — Interprovincial identified potential — site,Potential/actual hydro site point. St. Paul River official feature/mouth point used as proxy. Status: Interprovincial / identified. Capacity/potential: 149–250 MW potential range. Note: Interprovincial/Côte-Nord context; not confirmed as Labrador-only development.,St. Paul River,Interprovincial identified potential,149–250 MW potential range,Interprovincial / identified,51.469444,-57.701389,St. Paul River official feature/mouth point used as proxy,River-point proxy,51.469444,-57.701389,St. Paul River mouth / Gulf coast,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; not confirmed as Labrador-only development.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
STP-01,Mouth_or_coast,Yes,STP-01-MOUTH,St. Paul River mouth/coast,51.469444,-57.701389,St. Paul River — mouth/coast,River mouth/coast/outlet point. St. Paul River mouth / Gulf coast. Type: River mouth / coast. Note: Interprovincial/Côte-Nord context; not confirmed as Labrador-only development.,St. Paul River,Interprovincial identified potential,149–250 MW potential range,Interprovincial / identified,51.469444,-57.701389,St. Paul River official feature/mouth point used as proxy,River-point proxy,51.469444,-57.701389,St. Paul River mouth / Gulf coast,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; not confirmed as Labrador-only development.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
STA-01,Dam_or_site,Yes,STA-01-SITE,Interprovincial identified potential,52.0,-59.3786,St. Augustine River — Interprovincial identified potential — site,Potential/actual hydro site point. St. Augustine River official feature point used as proxy. Status: Interprovincial / identified. Capacity/potential: 127–250 MW potential range. Note: Interprovincial/Côte-Nord context; site alternatives depend on diversion/plant locations.,St. Augustine River,Interprovincial identified potential,127–250 MW potential range,Interprovincial / identified,52.0,-59.3786,St. Augustine River official feature point used as proxy,River-point proxy,51.226,-58.654,St. Augustine river/coast mouth approximate,River mouth / coast,Approximate/manual,Interprovincial/Côte-Nord context; site alternatives depend on diversion/plant locations.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
STA-01,Mouth_or_coast,Yes,STA-01-MOUTH,St. Augustine River mouth/coast,51.226,-58.654,St. Augustine River — mouth/coast,River mouth/coast/outlet point. St. Augustine river/coast mouth approximate. Type: River mouth / coast. Note: Interprovincial/Côte-Nord context; site alternatives depend on diversion/plant locations.,St. Augustine River,Interprovincial identified potential,127–250 MW potential range,Interprovincial / identified,52.0,-59.3786,St. Augustine River official feature point used as proxy,River-point proxy,51.226,-58.654,St. Augustine river/coast mouth approximate,River mouth / coast,Approximate/manual,Interprovincial/Côte-Nord context; site alternatives depend on diversion/plant locations.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
LME-01,Dam_or_site,Yes,LME-01-SITE,Interprovincial identified potential,52.229722,-61.316944,Little Mecatina River — Interprovincial identified potential — site,"Potential/actual hydro site point. Little Mecatina above Lac Fourmont, WSC station proxy. Status: Interprovincial / identified. Capacity/potential: 186–1,040 MW potential range. Note: Interprovincial/Côte-Nord context; actual alternative dam locations may vary substantially.",Little Mecatina River,Interprovincial identified potential,"186–1,040 MW potential range",Interprovincial / identified,52.229722,-61.316944,"Little Mecatina above Lac Fourmont, WSC station proxy",Gauge/site proxy,52.017778,-60.286667,Little Mecatina River mouth/coast point,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; actual alternative dam locations may vary substantially.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
LME-01,Mouth_or_coast,Yes,LME-01-MOUTH,Little Mecatina River mouth/coast,52.017778,-60.286667,Little Mecatina River — mouth/coast,River mouth/coast/outlet point. Little Mecatina River mouth/coast point. Type: River mouth / coast. Note: Interprovincial/Côte-Nord context; actual alternative dam locations may vary substantially.,Little Mecatina River,Interprovincial identified potential,"186–1,040 MW potential range",Interprovincial / identified,52.229722,-61.316944,"Little Mecatina above Lac Fourmont, WSC station proxy",Gauge/site proxy,52.017778,-60.286667,Little Mecatina River mouth/coast point,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; actual alternative dam locations may vary substantially.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
NAT-01,Dam_or_site,Yes,NAT-01-SITE,Interprovincial identified potential,50.118611,-61.807222,Natashquan River — Interprovincial identified potential — site,Potential/actual hydro site point. Natashquan River official feature/mouth point used as proxy. Status: Interprovincial / identified. Capacity/potential: 56–563 MW potential range. Note: Interprovincial/Côte-Nord context; no single dam location implied by the range.,Natashquan River,Interprovincial identified potential,56–563 MW potential range,Interprovincial / identified,50.118611,-61.807222,Natashquan River official feature/mouth point used as proxy,River-point proxy,50.118611,-61.807222,Natashquan River mouth/coast point,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; no single dam location implied by the range.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
NAT-01,Mouth_or_coast,Yes,NAT-01-MOUTH,Natashquan River mouth/coast,50.118611,-61.807222,Natashquan River — mouth/coast,River mouth/coast/outlet point. Natashquan River mouth/coast point. Type: River mouth / coast. Note: Interprovincial/Côte-Nord context; no single dam location implied by the range.,Natashquan River,Interprovincial identified potential,56–563 MW potential range,Interprovincial / identified,50.118611,-61.807222,Natashquan River official feature/mouth point used as proxy,River-point proxy,50.118611,-61.807222,Natashquan River mouth/coast point,River mouth / coast,Official/approximate feature point,Interprovincial/Côte-Nord context; no single dam location implied by the range.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
ROM-01,Dam_or_site,Yes,ROM-01-SITE,Interprovincial identified potential,52.096111,-63.706111,Romaine River — Interprovincial identified potential — site,"Potential/actual hydro site point. Romaine River below Lac Lavoie, WSC station proxy. Status: Interprovincial / identified; Québec-side context. Capacity/potential: 1,330 MW potential. Note: Québec-side development context should be checked separately; WSC point is a hydrological proxy, not a specific dam.",Romaine River,Interprovincial identified potential,"1,330 MW potential",Interprovincial / identified; Québec-side context,52.096111,-63.706111,"Romaine River below Lac Lavoie, WSC station proxy",Gauge/site proxy,50.302222,-63.803333,Romaine River mouth/coast point,River mouth / coast,Approximate/official feature point,"Québec-side development context should be checked separately; WSC point is a hydrological proxy, not a specific dam.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
ROM-01,Mouth_or_coast,Yes,ROM-01-MOUTH,Romaine River mouth/coast,50.302222,-63.803333,Romaine River — mouth/coast,"River mouth/coast/outlet point. Romaine River mouth/coast point. Type: River mouth / coast. Note: Québec-side development context should be checked separately; WSC point is a hydrological proxy, not a specific dam.",Romaine River,Interprovincial identified potential,"1,330 MW potential",Interprovincial / identified; Québec-side context,52.096111,-63.706111,"Romaine River below Lac Lavoie, WSC station proxy",Gauge/site proxy,50.302222,-63.803333,Romaine River mouth/coast point,River mouth / coast,Approximate/official feature point,"Québec-side development context should be checked separately; WSC point is a hydrological proxy, not a specific dam.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
